code,name,legacyCodes,scene,domain,metricType,unit,aggregation,direction,definition,formula,sourceIds,sourceLocators,provenanceLevel,reviewStatus,reviewDecision,reviewComment
CNB188,一级资本净额,,RISK,capital_solvency,BASE,万元,SNAPSHOT,CONTEXT_DEPENDENT,统计一级资本净额在指定期间或时点的报告值，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；正式发布前须核验范围、计量基础和时间口径。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB189,二级资本净额,,RISK,capital_solvency,BASE,万元,SNAPSHOT,CONTEXT_DEPENDENT,统计二级资本净额在指定期间或时点的报告值，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；正式发布前须核验范围、计量基础和时间口径。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB190,总资本净额,,RISK,capital_solvency,BASE,万元,SNAPSHOT,CONTEXT_DEPENDENT,统计总资本净额在指定期间或时点的报告值，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；正式发布前须核验范围、计量基础和时间口径。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB191,核心一级资本充足率,,RISK,capital_solvency,DERIVED,%,RATIO,HIGHER_IS_BETTER,以核心一级资本净额与风险加权资产按百分比口径计算核心一级资本充足率，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；正式发布前须核验精确公式与适用范围。,"{""expression"": ""核心一级资本净额 / 风险加权资产 * 100"", ""operands"": [""CNB186"", ""CNB194""], ""operation"": ""DIVIDE_PERCENT""}",NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB192,一级资本充足率,,RISK,capital_solvency,DERIVED,%,RATIO,HIGHER_IS_BETTER,以一级资本净额与风险加权资产按百分比口径计算一级资本充足率，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；正式发布前须核验精确公式与适用范围。,"{""expression"": ""一级资本净额 / 风险加权资产 * 100"", ""operands"": [""CNB188"", ""CNB194""], ""operation"": ""DIVIDE_PERCENT""}",NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB193,资本充足率,ZB016,RISK,capital_solvency,DERIVED,%,RATIO,HIGHER_IS_BETTER,以总资本净额与风险加权资产按百分比口径计算资本充足率，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；正式发布前须核验精确公式与适用范围。,"{""expression"": ""总资本净额 / 风险加权资产 * 100"", ""operands"": [""CNB190"", ""CNB194""], ""operation"": ""DIVIDE_PERCENT""}",NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB194,风险加权资产,,RISK,capital_solvency,BASE,万元,SUM,CONTEXT_DEPENDENT,统计风险加权资产在指定期间或时点的报告值，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；正式发布前须核验范围、计量基础和时间口径。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB195,市场风险加权资产,,RISK,capital_solvency,BASE,万元,SUM,CONTEXT_DEPENDENT,统计市场风险加权资产在指定期间或时点的报告值，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；正式发布前须核验范围、计量基础和时间口径。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB196,操作风险加权资产,,RISK,capital_solvency,BASE,万元,SUM,CONTEXT_DEPENDENT,统计操作风险加权资产在指定期间或时点的报告值，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；正式发布前须核验范围、计量基础和时间口径。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB197,资本底线附加风险加权资产,,RISK,capital_solvency,BASE,万元,SUM,CONTEXT_DEPENDENT,统计资本底线附加风险加权资产在指定期间或时点的报告值，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；正式发布前须核验范围、计量基础和时间口径。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB198,杠杆率,,RISK,capital_solvency,BASE,%,RATIO,CONTEXT_DEPENDENT,统计杠杆率的报告比例，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB199,杠杆率暴露总额,,RISK,capital_solvency,BASE,万元,SNAPSHOT,CONTEXT_DEPENDENT,统计杠杆率暴露总额在指定期间或时点的报告值，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；正式发布前须核验范围、计量基础和时间口径。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB200,资本缓冲要求,,RISK,capital_solvency,BASE,%,RATIO,CONTEXT_DEPENDENT,统计资本缓冲要求的报告比例，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB201,储备资本要求,,RISK,capital_solvency,BASE,%,RATIO,CONTEXT_DEPENDENT,统计储备资本要求的报告比例，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB202,逆周期资本要求,,RISK,capital_solvency,BASE,%,RATIO,CONTEXT_DEPENDENT,统计逆周期资本要求的报告比例，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB203,系统重要性银行附加资本要求,,RISK,capital_solvency,BASE,%,RATIO,CONTEXT_DEPENDENT,统计系统重要性银行附加资本要求的报告比例，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB204,资本充足率监管余量,,RISK,capital_solvency,BASE,%,RATIO,HIGHER_IS_BETTER,统计资本充足率监管余量的报告比例，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB205,核心一级资本充足率监管余量,,RISK,capital_solvency,BASE,%,RATIO,HIGHER_IS_BETTER,统计核心一级资本充足率监管余量的报告比例，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB206,一级资本充足率监管余量,,RISK,capital_solvency,BASE,%,RATIO,HIGHER_IS_BETTER,统计一级资本充足率监管余量的报告比例，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB207,内部资本充足评估值,,RISK,capital_solvency,BASE,万元,SUM,CONTEXT_DEPENDENT,统计内部资本充足评估值在指定期间或时点的报告值，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；正式发布前须核验范围、计量基础和时间口径。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB208,经济资本占用额,,RISK,capital_solvency,BASE,万元,SUM,CONTEXT_DEPENDENT,统计经济资本占用额在指定期间或时点的报告值，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；正式发布前须核验范围、计量基础和时间口径。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB209,经济资本回报率,,RISK,capital_solvency,BASE,%,RATIO,HIGHER_IS_BETTER,统计经济资本回报率的报告比例，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB210,资本补充工具余额,,RISK,capital_solvency,BASE,万元,SNAPSHOT,CONTEXT_DEPENDENT,统计资本补充工具余额在指定期间或时点的报告值，用于衡量资本构成、资本充足水平、杠杆约束和经济资本使用；正式发布前须核验范围、计量基础和时间口径。,,NFRA-CAPITAL-MEASURES-2023|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验|资本定义、资本充足率和杠杆率主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB211,流动性资产余额,,RISK,liquidity_alm,BASE,万元,SNAPSHOT,CONTEXT_DEPENDENT,统计流动性资产余额在指定期间或时点的报告值，用于监测短期流动性、稳定资金、期限错配和融资集中风险；正式发布前须核验范围、计量基础和时间口径。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB212,流动性负债余额,,RISK,liquidity_alm,BASE,万元,SNAPSHOT,CONTEXT_DEPENDENT,统计流动性负债余额在指定期间或时点的报告值，用于监测短期流动性、稳定资金、期限错配和融资集中风险；正式发布前须核验范围、计量基础和时间口径。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB213,流动性比例,,RISK,liquidity_alm,DERIVED,%,RATIO,HIGHER_IS_BETTER,以流动性资产余额与流动性负债余额按百分比口径计算流动性比例，用于监测短期流动性、稳定资金、期限错配和融资集中风险；正式发布前须核验精确公式与适用范围。,"{""expression"": ""流动性资产余额 / 流动性负债余额 * 100"", ""operands"": [""CNB211"", ""CNB212""], ""operation"": ""DIVIDE_PERCENT""}",NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB214,优质流动性资产,,RISK,liquidity_alm,BASE,万元,SUM,CONTEXT_DEPENDENT,统计优质流动性资产在指定期间或时点的报告值，用于监测短期流动性、稳定资金、期限错配和融资集中风险；正式发布前须核验范围、计量基础和时间口径。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB215,未来30日现金净流出量,,RISK,liquidity_alm,BASE,万元,SNAPSHOT,CONTEXT_DEPENDENT,统计未来30日现金净流出量在指定期间或时点的报告值，用于监测短期流动性、稳定资金、期限错配和融资集中风险；正式发布前须核验范围、计量基础和时间口径。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB216,流动性覆盖率,,RISK,liquidity_alm,DERIVED,%,RATIO,HIGHER_IS_BETTER,以优质流动性资产与未来30日现金净流出量按百分比口径计算流动性覆盖率，用于监测短期流动性、稳定资金、期限错配和融资集中风险；正式发布前须核验精确公式与适用范围。,"{""expression"": ""优质流动性资产 / 未来30日现金净流出量 * 100"", ""operands"": [""CNB214"", ""CNB215""], ""operation"": ""DIVIDE_PERCENT""}",NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB217,可用稳定资金,,RISK,liquidity_alm,BASE,万元,SUM,HIGHER_IS_BETTER,统计可用稳定资金在指定期间或时点的报告值，用于监测短期流动性、稳定资金、期限错配和融资集中风险；正式发布前须核验范围、计量基础和时间口径。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB218,所需稳定资金,,RISK,liquidity_alm,BASE,万元,SUM,CONTEXT_DEPENDENT,统计所需稳定资金在指定期间或时点的报告值，用于监测短期流动性、稳定资金、期限错配和融资集中风险；正式发布前须核验范围、计量基础和时间口径。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB219,净稳定资金比例,,RISK,liquidity_alm,DERIVED,%,RATIO,HIGHER_IS_BETTER,以可用稳定资金与所需稳定资金按百分比口径计算净稳定资金比例，用于监测短期流动性、稳定资金、期限错配和融资集中风险；正式发布前须核验精确公式与适用范围。,"{""expression"": ""可用稳定资金 / 所需稳定资金 * 100"", ""operands"": [""CNB217"", ""CNB218""], ""operation"": ""DIVIDE_PERCENT""}",NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB220,流动性匹配率,,RISK,liquidity_alm,BASE,%,RATIO,HIGHER_IS_BETTER,统计流动性匹配率的报告比例，用于监测短期流动性、稳定资金、期限错配和融资集中风险；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB221,高流动性资产余额,,RISK,liquidity_alm,BASE,万元,SNAPSHOT,CONTEXT_DEPENDENT,统计高流动性资产余额在指定期间或时点的报告值，用于监测短期流动性、稳定资金、期限错配和融资集中风险；正式发布前须核验范围、计量基础和时间口径。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB222,高流动性资产充足率,,RISK,liquidity_alm,BASE,%,RATIO,HIGHER_IS_BETTER,统计高流动性资产充足率的报告比例，用于监测短期流动性、稳定资金、期限错配和融资集中风险；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB223,存款稳定率,,RISK,liquidity_alm,BASE,%,RATIO,HIGHER_IS_BETTER,统计存款稳定率的报告比例，用于监测短期流动性、稳定资金、期限错配和融资集中风险；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB224,核心负债依存度,,RISK,liquidity_alm,BASE,%,RATIO,HIGHER_IS_BETTER,统计核心负债依存度的报告比例，用于监测短期流动性、稳定资金、期限错配和融资集中风险；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB225,流动性缺口,,RISK,liquidity_alm,BASE,万元,SUM,LOWER_IS_BETTER,统计流动性缺口在指定期间或时点的报告值，用于监测短期流动性、稳定资金、期限错配和融资集中风险；正式发布前须核验范围、计量基础和时间口径。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB226,30日流动性缺口率,,RISK,liquidity_alm,BASE,%,RATIO,LOWER_IS_BETTER,统计30日流动性缺口率的报告比例，用于监测短期流动性、稳定资金、期限错配和融资集中风险；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB227,90日流动性缺口率,,RISK,liquidity_alm,BASE,%,RATIO,LOWER_IS_BETTER,统计90日流动性缺口率的报告比例，用于监测短期流动性、稳定资金、期限错配和融资集中风险；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB228,一年内到期资产,,RISK,liquidity_alm,BASE,万元,SUM,CONTEXT_DEPENDENT,统计一年内到期资产在指定期间或时点的报告值，用于监测短期流动性、稳定资金、期限错配和融资集中风险；正式发布前须核验范围、计量基础和时间口径。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB229,一年内到期负债,,RISK,liquidity_alm,BASE,万元,SUM,CONTEXT_DEPENDENT,统计一年内到期负债在指定期间或时点的报告值，用于监测短期流动性、稳定资金、期限错配和融资集中风险；正式发布前须核验范围、计量基础和时间口径。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB230,同业融入余额,,RISK,liquidity_alm,BASE,万元,SNAPSHOT,CONTEXT_DEPENDENT,统计同业融入余额在指定期间或时点的报告值，用于监测短期流动性、稳定资金、期限错配和融资集中风险；正式发布前须核验范围、计量基础和时间口径。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB231,同业融出余额,,RISK,liquidity_alm,BASE,万元,SNAPSHOT,CONTEXT_DEPENDENT,统计同业融出余额在指定期间或时点的报告值，用于监测短期流动性、稳定资金、期限错配和融资集中风险；正式发布前须核验范围、计量基础和时间口径。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB232,融资集中度,,RISK,liquidity_alm,BASE,%,RATIO,LOWER_IS_BETTER,统计融资集中度的报告比例，用于监测短期流动性、稳定资金、期限错配和融资集中风险；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB233,前十大资金来源占比,,RISK,liquidity_alm,BASE,%,RATIO,CONTEXT_DEPENDENT,统计前十大资金来源占比的报告比例，用于监测短期流动性、稳定资金、期限错配和融资集中风险；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB234,未质押优质流动性资产,,RISK,liquidity_alm,BASE,万元,SUM,CONTEXT_DEPENDENT,统计未质押优质流动性资产在指定期间或时点的报告值，用于监测短期流动性、稳定资金、期限错配和融资集中风险；正式发布前须核验范围、计量基础和时间口径。,,NFRA-LIQUIDITY-RISK-MEASURES|NFRA-MAJOR-INDICATORS-2025,流动性监管指标与监测工具主题，具体条款待人工核验|流动性监管指标与监测工具主题，具体条款待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
